imdb_id,10,9,8,7,6,5,4,3,2,1
tt0004712,15,6,23,43,63,38,13,4,2,6
tt4608402,374,308,"1,029","1,858","1,022",333,118,56,51,215
tt1876283,77,9,28,42,96,186,255,244,159,206
tt1762233,142,92,187,177,90,39,17,3,6,21
tt0479660,13,1,3,7,10,3,8,7,4,20
tt0058204,16,8,14,26,51,55,30,14,12,10
tt2303110,77,8,21,32,39,65,96,181,279,547
tt0037892,4,7,8,29,61,57,21,9,9,6
tt0090246,359,338,782,720,314,98,28,23,9,39
tt1384926,154,55,117,170,122,67,40,23,15,37
tt2690160,100,11,19,34,51,111,146,250,344,490
tt3717390,23,11,57,110,95,43,21,8,11,11
tt0389371,23,1,0,7,8,8,11,28,49,110
tt2265567,26,12,23,22,13,3,1,0,2,9
tt0203941,62,11,22,49,56,67,42,35,13,31
tt0354234,14,3,9,48,56,67,31,14,6,7
tt0045253,6,1,6,21,36,43,12,6,4,3
tt0028402,5,6,2,15,29,34,8,11,2,5
tt0028407,4,4,4,7,26,34,9,9,2,7
tt0007476,69,10,52,118,238,329,146,77,37,37
tt4381242,3,0,3,4,9,3,4,3,2,5
tt0025345,29,3,33,58,119,64,20,18,10,11
tt0365914,67,50,123,166,108,36,16,20,19,56
tt3746250,361,710,"1,776","1,418",428,100,26,10,10,28
tt4126394,173,142,308,552,630,519,327,199,130,211
tt0103743,503,354,813,"1,172",710,292,123,68,52,101
tt2262315,793,677,"2,341","4,833","4,567","2,230",873,452,246,362
tt0058122,130,107,161,129,50,18,15,10,15,23
tt0077878,95,65,186,194,71,15,2,10,16,23
tt0050919,91,81,114,78,42,11,12,7,9,11
tt0048572,143,103,180,160,70,32,15,20,10,16
tt0071137,29,18,21,48,19,15,2,8,4,5
tt0025214,21,21,48,169,134,50,17,7,8,11
tt0439115,108,94,96,107,80,59,38,25,30,50
tt3704008,13,15,41,42,24,8,5,3,3,8
tt1648208,125,28,73,107,211,379,414,301,197,258
tt0031000,51,34,97,222,145,45,13,5,3,8
tt0032416,40,7,45,108,175,96,22,13,11,12
tt0032414,28,5,49,128,110,31,12,9,5,9
tt0033554,20,7,34,62,101,28,11,5,6,8
tt3597448,93,37,69,96,150,111,59,38,30,37
tt0074652,22,29,56,73,53,16,16,7,2,6
tt3841424,"3,887","7,074","17,309","9,964","2,340",630,164,92,73,188
tt2394063,281,301,771,952,614,290,189,97,57,119
tt0079696,178,211,332,284,149,74,32,14,16,29
tt4896904,63,9,19,54,89,87,45,30,18,33
tt0067677,65,13,79,194,161,79,36,21,19,17
tt4936064,56,89,171,157,76,45,24,12,11,29
tt4257062,16,19,37,47,28,3,2,1,0,4
tt2614776,66,114,274,318,137,44,17,3,9,28
tt0163777,54,33,97,158,84,45,9,14,10,19
tt0066150,65,31,63,119,116,66,53,32,18,18
tt0416040,24,33,72,84,66,21,6,2,9,9
tt0249474,81,76,120,129,76,50,17,14,11,17
tt0002082,30,12,36,83,106,70,26,17,6,18
tt0002391,71,24,116,229,232,112,41,26,14,12
tt0002415,27,19,47,111,181,126,44,25,12,13
tt0001789,9,14,37,57,90,36,12,7,5,9
tt0002985,24,13,38,64,108,54,19,7,7,14
tt0002795,23,15,47,122,193,98,41,15,9,13
tt0003662,61,30,106,197,229,105,54,30,19,34
tt0025883,20,14,39,75,75,33,12,4,6,5
tt0024553,7,6,10,34,45,33,13,3,5,5
tt0024411,39,40,99,139,78,45,20,8,4,4
